1188491,10671,620763,nmj17,5,This is delicious soup. I used ditalini pasta and also added kale.,2011-02-03T14:15:35Z,2011-02-03T14:15:35Z
1188493,82945,380547,Cant Boil Water,4,"Pretty good. I do prefer softer, sweeter cookies and these bake harder and are not that sweet.  Only problem was that the dough turned crumbly after mixing, even though I followed directions and softened the butter before use. To solve, I added a few drops of water at a time to the crumbly dough, until it was smooth and pliable. A tip I read: use confectioner sugar instead of flour to roll out dough. That really helped add more sweetness! I'm giving a 4 due to not needing to refrigerate prior to use, recipe ease, and fact that dough held the cookie cutter shapes. Would make again as my 9, 4, and  yr old loved them :)",2011-02-03T14:20:43Z,2011-02-03T14:20:43Z
1188494,277204,352531,SheGecko,5,"I made this a day ahead for a special Christmas dinner.  It was so easy to prepare and everyone raved at how flavorful and fluffy it was.  I used a 2.5 qt casserole dish, which was perfect.  It was a great side dish to ATK stuffed tenderloin.  Great recipes!",2009-12-26T09:21:18Z,2009-12-26T09:21:18Z
1188495,152322,554438,Kitty 2,5,"This was delicious and so fast and easy. Will definetely be added to my cookbook!  The recipe calls for the skin to be removed from chicken and I forgot to do so and it still turned out wonderful.
I used hidden valley ranch dry mix to make my dressing and used more dressing for marinade because half a cup seemed too little.   Kid friendly meal too which is always a good thing!",2008-02-01T10:46:07Z,2008-02-01T10:46:07Z
1188496,152322,1239387,googooshricci,5,"I also tried this recipe from Kraft. Great recipe, thanks for posting!",2009-04-15T10:59:28Z,2009-04-15T10:59:28Z
1188497,152322,346383,senseicheryl,5,This recipe is also posted on the www.kraftfoods.com website.  Thanks for posting!  :-),2009-01-15T01:06:43Z,2009-01-15T01:06:43Z
1188498,152322,292100,Texaspollock,5,"I made this last night for dinner and EVERYONE was happy.  My hubby LOVES ""fake fried chicken"" so I guess ""unfried"" is the same.  We really loved the subtle flavor the ranch dressing made.  I have my sister-in-law and her three kids staying with me for a few weeks and my bunch and her's loved it!This one is a keeper.",2008-02-01T12:18:34Z,2008-02-01T12:18:34Z
1188500,150457,1161666,Carol,5,"These are quick and easy, and my family loves them! I have made them so much, I have modified the baking temps and times to go with other things I am baking. 400 degrees for 15 + 15; 375 degrees for 20 + 20. I omit spraying the potatoes, and just spray the baking sheet, as the dressing is oily enough. Thanks for posting!",2009-11-16T15:04:41Z,2009-11-16T15:04:41Z
1188501,78194,380547,Cant Boil Water,5,"Let me say that the kids HATED the mayo mixture before I added to the dish. HOWEVER, I decided to make it anyway. Let me say that nothing was left! The only change I made was to add a bit of olive oil to pan to warm shells and didn't add jalapeno since I was out and thought it'd be too hot for the kids anyway. Since my kids(9,5,2) are finicky, I added a thin layer of mayo mixture to theirs. As for me, I added etra mixture since that is what makes this dish stand apart. Don't know how close this is to the TB version but delicious nonetheless. Thanks for sharing!",2011-02-03T14:27:37Z,2011-02-03T14:27:37Z
1188502,42827,124268,Mickey in MN,4,"This is a nice cake and received nice compliments at a recent women's prayer group.  For my taste, it was over-the-top sweet.  I prefer carrot cake to this but I wanted to use bananas and pineapple for an ""Aloha"" theme.  One woman took about four pieces home for her family.  Another said she had a big piece and it was totally worth it.",2011-02-03T14:35:04Z,2011-02-03T14:35:04Z
1188503,173426,169430,Annacia,5,"Wonderful. I used my oven @400 F and this was perfect at 12 mins. It can't get any easier and the clean up is almost nil. I served it with brown rice and steamed broccoli and orange pepper. The juice from the package was lovely on the side dishes, a bit more juice would have been nice *wink*. I had to use dried rosemary and I'm sure that fresh would be better but I was more than happy with the result anyway.",2007-01-08T15:53:22Z,2007-01-08T15:53:22Z
1188504,173426,80353,evelynathens,5,"Delicious, simple preparation for a favourite fish.  This was enjoyed by my 3 picky kids as well, thus well deserving its 5 stars.",2006-12-03T11:48:40Z,2006-12-03T11:48:40Z
1188505,173426,58104,Rita1652,5,Very good and easy clean-up! I used Recipe #57956 and topped with the ingredients here using lime in place of lemon.,2006-11-30T15:53:09Z,2006-11-30T15:53:09Z
1188506,431047,573325,Lalaloula,5,"Wow, this is super yummy! It is sweet, nutty, chocolaty and just plain addictive! Mmm!<br/>I used dried mango as I could not find dried pineapple and I think next time Ill use flaked coconut instead of desiccated. Also I used roasted salted macadamias, which were a great contrast to the sweet fruit. Mmmmm!<br/>THANK YOU SO MUCH for sharing this great recipe with us, Debbie!<br/>Made and reviewed for Newest Zaar Tag February 2011.",2011-02-03T14:46:46Z,2011-02-03T14:46:46Z
1188507,335418,37449,Sharon123,4,This was a nice mild dip that I enjoyed with Ritz crackers. Easy to put together and yummy too. Thanks! Made for Best of 2010 tag.,2011-02-03T14:48:20Z,2011-02-03T14:48:20Z
1188508,124908,1076165,MindWanderer,0,Two words: garlic oil.  You're welcome.,2011-01-24T02:02:37Z,2011-01-24T02:02:37Z
1188509,80289,375411,jpagan29,0,Just checking.... Bread is NOT fat free people! Check which bread you use before making such a statement!,2011-01-24T17:54:20Z,2011-01-24T17:54:20Z
1188510,446868,282423,LynnD,0,"Didn't try the recipe, but being from Buffalo, NY just had to say that this isn't an original Buffalo wing recipe, although it may be from some other part of NY.  I will probably try it though because it does sound good.",2011-01-29T12:27:40Z,2011-01-29T12:27:40Z
1188511,148221,1811586,BrooklynTeach,4,"This was great except for the mushroom soup part (nor would they go over linguine).  Swedes don't eat their meatballs in mushroom soup (and the soup is WAY too salty, anyway).  If you're around an Ikea, get a few jars of lingonberry preserves.  A nice brown gravy, some mashed potatoes, and LINGONBERRIES!  Way, way better than mushroom soup--this sounds more like fake Stroganoff recipe.",2011-01-30T17:49:47Z,2011-01-30T17:49:47Z
1188513,155021,1739723,grampy1939,2,"I doubt many of the reviewers actually did the recipe. i followed it to the letter, and would have wound up with burnt cinders if i followed through. I think the problem is semantics: there is a difference between ""broil"" and ""bake"". I broiled about 4 inches from the top burner. They started to burn after 5 minutes,the recipe calls for 15/20 minutes! perhaps ""baking' at 425/450 would be more appropriate.",2011-02-03T13:21:08Z,2011-02-03T13:21:08Z
1188514,13162,1816065,Dapperbob,5,"I thought that I loved clams and oysters, but this recipe has changed my taste preference. This by far the best mussel recipe that I have tried. I did use dry herbs instead of fresh for convience and Dry Vermouth and found they compliment it very well. Thanks!",2011-02-03T13:23:44Z,2011-02-03T13:23:44Z
1188515,341767,569632,Liz in NJ,2,I'm not sure what I was expecting but I just didn't feel this was very good.  My kids didn't like it either.,2011-02-01T15:29:07Z,2011-02-01T15:29:07Z
1188516,187260,1336779,MacGuyver of the Ki,0,"Ewww.  In theory, these sounded wonderful - they smelled good cooking - but in reality, they were just blah.  Maybe it's me.  I am in the minority, but not my favorite.",2011-02-01T19:48:32Z,2011-02-01T19:48:32Z
1188517,16922,1814247,leomom1999,2,"The consistency was terrible!  Hard as a rock and grainy to boot.  The vanilla flavor is very strong, but I like that, which is why I gave it 2 stars instead of one.  Definitely will not make this one again though, I like my fudges soft.",2011-02-01T21:59:20Z,2011-02-01T21:59:20Z
1188518,213359,1114071,Torri77,2,"I don't know what went wrong.  I followed the directions exact, but it was WAY too moist, and the texture was terrible. It almost seems like it needed alot more oatmeal.  I give it 2 stars because my 6 year old LOVED it..lol....the rest of us had to make a new meal",2011-02-01T22:29:57Z,2011-02-01T22:29:57Z
1188519,426798,1816086,VerylyNadja,5,"This is a favourite of all great cooks.  Michael Fields' receipe was one of his best.  I learned to really cook using his well-written cookbook (you were really a student all way through!)  The mixtures and zestiest of the sauce are mouth-watering, just to think of them!  Of course, it's always better to use organic products and I substitue elk for beef because I can, living in the West.",2011-02-03T13:17:26Z,2011-02-03T13:17:26Z
1188521,325251,668681,ilovetoride10,5,"DELICIOUS!!!!!!! It was amazing,and rich and delicious!",2011-02-03T13:48:57Z,2011-02-03T13:48:57Z
1188522,5247,1729926,abdeck40,5,works like a charm and is a money saver self rising flour is $3.99 and regular is $2.50  cost of the baking powder is very small and I don't use the salt because of our diet.  Thanks,2011-02-03T14:17:47Z,2011-02-03T14:17:47Z
1188523,431603,537937,CoffeeB,0,Very Very good.  Flavorful and moist.  I like the fact that it only uses 2 T. of oil and o.j. for the added liquid.  Cuts down on the fat content.,2011-02-03T14:20:53Z,2011-02-03T14:20:53Z
1188524,446875,560491,AZPARZYCH,5,This was very good!!  Made for 1 with 1/2 an avocado; I also added chopped sweet onion.  Has a fresh light flavor and was a perfect light lunch.  Made for Everyday Holiday.,2011-02-03T14:55:54Z,2011-02-03T14:55:54Z
1188525,344450,136465,NanaD,5,"I started making this back in the 60's, sans the green pepper, and it's been a favorite ever since.  Hominy is a staple in my pantry just for this recipe which I have often.   It's a fast and very easy meal anytime...breakfast lunch or dinner.  Sometimes I just use bacon bits and a little bacon fat (which I keep in my refrigerator). Butter is good too.  So glad to see it posted.  <br/>Thanks Angelfan.",2011-02-03T15:02:03Z,2011-02-03T15:02:03Z
1188527,145027,1628093,mdgamble,4,"This bread tasted very nice and I love the bold oat flavour... the only downfall is the bread turned out quite dense (perhaps cut back on the oatmeal and add more flour?).... it is a very tasty bread however, I think I will try altering it a bit next time to make a more fluffier, lighter bread.... thanks :)",2011-02-03T15:11:20Z,2011-02-03T15:11:20Z
1188528,392356,231057,Milkmans Daughter,5,"I love to cook bacon in the oven...but please be careful.....I tried it on just a cookie sheet with foil, but I had cheap/thin cookie sheets because when I took it out of the oven, the pan began to cool and then it started to bend/adjust and I burned my hand badly when it shifted and the bacon grease spilled onto my hands.  So now, I actually take a cheap aluminum baking pan (about 9 x 13 or whatever you have) with deeper sides to it and I put this on the cookie sheet and place the bacon in it and then when/if my pan adjusts, it doesn't spill out and works really well.",2011-02-03T15:16:41Z,2011-02-03T15:16:41Z
1188529,304165,1813435,topdog2,0,"Polyphenols are naturally occurring anti-oxidants typically found in all plants and are generally regarded as extremely healthful and thought to decrease the risk of many cancers. It is sometimes so humorous when those of the public with virtually no chemical training seem to think anything with a chemical name is automatically harmful. That, and the fact there are virtually NO polyphenols present in polyethylene bags. Don't jump from the frying pan into the fire!",2011-02-01T10:56:11Z,2011-02-01T10:56:11Z
1188530,222083,758506,erinr1978,0,"I came upon this recipe and it looks great, I will probable try it. But, I just want people aware that Food.com is not adding in the tortilla's or the refried beans (which are packed full of points),  when calculating the nutritional facts, which is where the 4 pts are coming from, it seems to me at least!!!",2011-02-02T17:32:19Z,2011-02-02T17:32:19Z
1188531,161440,1815247,rhelt100,1,"Similar to what a few others have experienced, this came out of the bread machine with the consistency of pancake batter.  I had to add close to two cups of flour to get it to a point that I could work with.  The finished product was closer to pita bread than a hoagie roll.  I followed the recipe exactly and it's been a long time since I've had a recipe fail this bad.",2011-02-02T18:04:09Z,2011-02-02T18:04:09Z
1188532,420398,944221,Gringanica,0,"I too have been stumped on how to make my own ice. I would wait until Lake Michigan froze over then go with my ice cutter and bring back enough to last a week or so, but the darn cubes were so big they didn't fit in the glass.  Now, thanks to you I am able to do this much more efficiently.  You're a life saver, Chrissy!",2011-02-02T20:25:41Z,2011-02-02T20:25:41Z
1188533,47924,485151,Faeanne,0,Very good and was simple to make. I used more beans b/c I like a thicker soup with more beans. Kids liked it- so it's definitely going in my permanent recipe binder. Thanks for an easy recipe for a great comfort food.,2011-02-03T13:36:23Z,2011-02-03T13:36:23Z
1188534,33919,1660997,asimp27,4,"My picky family loved this which is surely saying something. I'm only giving it 4 stars because I'm personally not a fan of soggy tortillas but besides that, it was full of flavor. I will make it again since my family loved it so much. Thanks!",2011-02-03T14:33:03Z,2011-02-03T14:33:03Z
1188536,200194,1815024,dowda,5,"Just loved this dish.  It is a great alternative to roasted potatoes.  I didn't have smoked sweet paprika on hand but did have regular paprika and a grinder of smoked flavored sea salt in my cupboard.  So, I used the regular paprika and replaced the onion salt with the smoked flavored sea salt.  The smoked flavored sea salt is very tasty and is readily available in the spice isle of most supermarkets.",2011-02-03T14:42:49Z,2011-02-03T14:42:49Z
1188537,30044,187373,StacyMD187373,5,"Great tasting soup Ginny!  Made today for a quick lunch when MIL and cousin coming over.  Just felt like eating in rather than going out.  Soup fit the bill since it's quite cold outside and I found myself without meat in the freezer (except some bacon).  I didn't have celery, but subbed some carrots and used skim milk.  Used the immersion blender to blend some of it and left some chunky.  Garnished with some cheese and crumbled bacon.  Thanks so much for posting!",2011-02-03T15:29:11Z,2011-02-03T15:29:11Z
1188538,66412,428885,Andi Longmeadow Farm,5,"Yep. This is dang good. Dang good! Nice succulent way to cook this piece of meat ~ the mushrooms with wine sauce sends this way over the moon. Didn't change anything, used a cast iron to make the meat caramelized, added the mushroom, made the sauce. Heaven!",2011-02-03T15:30:49Z,2011-02-03T15:30:49Z
1188540,388511,37449,Sharon123,5,"This worked great on my glass top stove. I usually use a razor blade, but won't have to so much now. Thanks! Made for Best of 2010 cookbook game.",2011-02-03T15:39:40Z,2011-02-03T15:39:40Z
1188541,166118,280271,teresas,5,Excellent tilapia dish! I'm always on the hunt for something new and different on how to prepare tilapia. This was a winner. Both DH and I enjoyed the crispness of this even though it looks like I cooked it a bit too much. DH loves (the dreaded mayo and ketchup mixture) I served it with recipe #434654 Chipotle Mayonnaise and he really ejoyed the change. In fact he didn't even seem to miss the norm. Thanks for posting. I made this from a tagging game. Lifeisgood best of 2010 cookbook.,2011-02-03T15:44:17Z,2011-02-03T15:44:17Z
1188542,153540,768434,jswan,4,"The flavour of this dish is great, just like wings without the hassle.  One thing I changed is the amount of hot sauce, only used about 2 oz, not sure if it is an error in the recipe but 2 1/2 bottles of Tabasco sauce seems to be extraordinarily alot.",2011-02-03T15:46:34Z,2011-02-03T15:46:34Z
1188544,108651,771965,blacksky_ms,5,We really enjoyed this and it is a definite keeper.,2011-02-03T15:57:00Z,2011-02-03T15:57:00Z
1188545,135359,177240,Chef Beaver,5,One word.....heavenly.,2011-02-03T16:01:07Z,2011-02-03T16:01:07Z
1188546,81047,689332,Burgundy Damsel,3,"This wasn't bad, but I really wasn't all that impressed. I didn't use the meat, which I imagine would have made a big difference. I think next time I'd make it with a really strong broth or throw in a little bacon or something for flavor. It was super simple and very filling, though, so worth keeping around to experiment with!",2011-02-03T16:06:09Z,2011-02-03T16:06:09Z
1188547,65204,458914,ladyjaypee1,5,"I was making Boursin scalloped potatoes, but had to figure out a way to make them for a guest who is allergic to dairy, so I was happy to find this recipe.  Butter doesn't bother her, so I just substituted the cream cheese with Tofutti ""Better Than Cream Cheese"" and it worked great.  Thanks for sharing your recipe for Boursin!",2011-02-03T16:09:27Z,2011-02-03T16:09:27Z
1188548,65768,1039543,ssinspain,5,Cooked as written except for used half the salt and added some sliced mushrooms. Served with new pots. peas and sweetcorn but think I would substitute rice for the pots next time. This was a very easy but delicious meal. Thanks a lot.,2011-02-03T16:18:02Z,2011-02-03T16:18:02Z
1188549,424013,1072593,gailanng,5,"I like repetition.  Think ""shampoo, rinse, repeat"" or ""mix, drink, repeat"".  Delightful on so many levels.  Made for Best of 2010 Recipe Tag.",2011-02-03T16:26:04Z,2011-02-03T16:26:04Z
1188550,57772,1260683,mollysusan4,5,so good!  my hubby said this is the best new thing i've made in a while.  (i think that's good),2011-02-03T16:27:46Z,2011-02-03T16:27:46Z
1188551,269736,231057,Milkmans Daughter,5,These were delicious!  I didn't have bananas so I had to omit them....much to my dismay....will definitely make them again with the bananas.  Entire family loved them.  Thank you for a great easy recipe...and NICE dessert!,2011-02-03T16:29:35Z,2011-02-03T16:29:35Z
1188552,313531,1072593,gailanng,5,Ohhhh you are just too good!  Please give up your day job and start a catering business.  Made for Best of 2010 Recipe Tag.,2011-02-03T16:31:06Z,2011-02-03T16:31:06Z
1188553,258411,844554,nemokitty,5,I love the basil in this! I had to use canned corn and also added some cut up carrots. I will definitely make this one again! Yum!,2011-02-03T16:37:34Z,2011-02-03T16:37:34Z
1188554,443811,440735,Ck2plz,4,I agree with Chocolati that it needed something to liven it up.  I added some mustard and some dried onion flakes.  I love the crunch of the onion flakes.  Thanks Margie99!,2011-02-03T16:42:43Z,2011-02-03T16:42:43Z
1188555,445372,895132,Mia in Germany,5,"This is a fantastic oatmeal recipe! I used rolled millet instead of the oatmeal because I can't have oats, and added some blueberries at the end of the cooking. Also I love the idea of adding the flaxseed oil as I can't eat dairy either and flaxseed oil is way healthier anyway. As there is no instruction when to add the flaxseed oil, I added it just before serving because omega 3 fatty acids aren't exactly heat stable and I guess they shouldn't get destroyed.<br/>The spice mix of cardamom, cinnamon and vanilla is absolutely delicious, and I added a half teaspoon of honey, too.<br/>Thanks for posting this winner, I'll make it again often!",2011-02-03T16:46:22Z,2011-02-03T16:46:22Z
1188556,401240,1816255,partlysunny1,5,"This was a 'lick-the-bottom-of-the-bowl' kind of good.  Even my 3 and 5-year-olds loved it!!  And other than the time it takes to let the flavors meld, the prep is so simple!!  Yum!",2011-02-03T15:36:36Z,2011-02-03T15:36:36Z
1188558,437045,970882,Matt W,5,"This bread was delicious, i didn't stand a chance once it was served",2011-02-03T15:59:11Z,2011-02-03T15:59:11Z
1188559,30981,1816302,gopackgo,5,"Amazing.  Fluffy and on the lighter side.  I loved these.  I made one change though, I used half of the shortening and added a half a cup of unsweetened applesauce.  Delicious and healthier too :)  I didn't put raisins or nuts in it, which made the cookie lighter.  I highly recommend using applesauce or apple butter!",2011-02-03T16:10:01Z,2011-02-03T16:10:01Z
1188560,102132,1816211,djpete,0,"Great!  I am also going to try it with 3 cups WW to 1 cup Bread flour and see how that goes.  Try it!  <br/><br/>Make sure to not cook it for the full 30 minutes.  Even when I made the whole amount of dough the first time, it was done in 25 minutes.  I just did half the dough and it was done in 20.<br/><br/>Oh, and my kids LOVE it.  They are 3 and 2.",2011-02-03T16:10:07Z,2011-02-03T16:10:07Z
1188561,75391,1816352,Butter My Bread,5,"Oh Bonnie, this was wonderful!  We had leftovers and they reheat well.",2011-02-03T16:26:03Z,2011-02-03T16:26:03Z
1188562,126727,1816352,Butter My Bread,5,"Charlotte, this was a tasty treat!  I have two little boys who eat me out of house and home, and this recipe received a resounding ""YUM!""",2011-02-03T16:28:20Z,2011-02-03T16:28:20Z
1188563,29884,1269015,SAHS7930,0,"I used black beans instead of beef and omitted the Worcestershire and olives. I thought these were just okay -- nothing special, but easy enough to make.",2011-02-03T16:32:26Z,2011-02-03T16:32:26Z
1188564,62761,1269015,SAHS7930,0,I made this vegan by swapping the egg for 1 tablespoon ground flax seeds. I burned mine a bit but it was still very good!,2011-02-03T16:34:08Z,2011-02-03T16:34:08Z
1188565,356689,1816223,Married to a wine g,0,"I love this recipe.  My husband and I are on the Perfect 10 diet.  I modified the recipe by using unsalted butter in exchange for the oil.  The recipe seemd too wet with a whole cup of agave, so I decreased that by about 1/4 cup. I make a batch and freeze muffins individually for a quick, healthy on teh go breakfast.  I also make these with a combo of blueberries and raspberries.  Delicious!!!!!!",2011-02-03T14:53:34Z,2011-02-03T14:53:34Z
1188566,38298,328343,cooking in nc,5,This is my favorite soup!!! Thank you,2011-02-03T14:55:10Z,2011-02-03T14:55:10Z
1188568,50245,1816241,Sweet_Apples,2,"Overall this has the potential to be a really good recipe but I found too many things wrong. Too much butter; the wine, lemon and parsley are an after taste. The butter is just too overpowering for my taste and heart. I would also just dust the chicken with flour rather than using a parmesan batter.",2011-02-03T15:20:36Z,2011-02-03T15:20:36Z
1188569,110477,1816352,Butter My Bread,5,My boys love this!  I added a bit more chicken since kids love it and it still turned out wonderful!,2011-02-03T16:54:46Z,2011-02-03T16:54:46Z
1188570,97496,45999,Darlene10,5,This is basically the same recipe I have been using for years with the exception that I add 1/2 tsp. nutmeg and place a pecan half into center of cookie before baking.  I haven't made these for awhile but plan to do so.,2011-02-03T16:55:35Z,2011-02-03T16:55:35Z
1188571,378924,54697,Vicki in AZ,5,Excellent and easy!,2011-02-03T17:02:52Z,2011-02-03T17:02:52Z
1188572,377475,253974,FLUFFSTER,5,"I have been trying to enter this review for 10 minutes, and once again we are plagued with another site Boo-Boo, what's new. I'm giving this a 5 star rating, but the stars won't stay lit up.I made this yesterday, after having drained the yogurt the day before. First of all, I chose to put mine in margarita glasses, thinking it a nice touch.I also chose to sprinkle crushed chocolate graham crackers over the tops, rather than make a crust.I tasted one of them last night. I was not impressed, in fact, I didn't like the after-taste. I really was prepared to dump them, but didn't want to bother with it last night. Today I took one out and decided to taste it again, before I dumped them. It is delicious! I took a picture and will get it posted soon. These make really pretty individual desserts parfait style. This is a really nice dessert for those who choose this type of dessert. Just make sure that you refrigerate them either all day or over night. Thanks so much for sharing.",2011-02-03T17:13:35Z,2011-02-03T17:13:35Z
1188573,22542,394077,YungB,5,Keeper all the way.  So good and I was worry that the curry was going to be overpowering but it is perfect. Love this..thanks for posting it.,2011-02-03T17:17:52Z,2011-02-03T17:17:52Z
1188574,193195,333017,Abby Girl,5,I just started WW and this really fills the spot!,2011-02-03T17:19:25Z,2011-02-03T17:19:25Z
1188575,241737,1736177,dandimae,5,Great recipe!  I added just a little vanilla and cinnamon and it turned out wonderfully.  I'll use this as my go to banana nut bread recipe from now on!,2011-02-03T17:24:03Z,2011-02-03T17:24:03Z
1188576,261464,775482,karynp,5,"These were really good!  A little bit messy  to make but worth it.  I used less oil, just enough to coat, & I did have smaller shrimp then ""jumbo"".  A mixture of crumbs & panko (1/2 & 1/2) & a bit of parm. cheese, (I added some spices I like too, dill for example) - Breading  was the messy part, it was easy to rub off the coating- but I ended up skewering first (don't crowd them so its easier to coat) and then sprinkling the breading on them over a  bowl.  Also it wasn't bbq weather so I broiled til done. I used less butter as well just a litttle drizzle. Delicious!",2011-02-03T17:30:48Z,2011-02-03T17:30:48Z
1188577,144300,1677154,bur0203,4,Good soup for the winter times,2011-02-03T17:31:10Z,2011-02-03T17:31:10Z
1188578,135263,1072593,gailanng,5,"Uses an offbeat cooking method and instead of one per foil pack, I placed four wedges.  Quite enjoyable wtih a side benefit of gastronomic proportions.",2011-02-03T17:40:37Z,2011-02-03T17:40:37Z
